address_length,application_uuid,apply_amount,apply_month,apply_time,audit_time,bank_address,card_mobile,company_city,company_quhao,contract_id,id_card_address,idno,is_reapply,job,login_origin,login_time,mobile,mobile_city,mobile_company,mobile_province,net_age,r_name1,real_name,register_time,relation1,relation2,relation3,target,tg_location,tid,user_city,user_id,user_province
14,web1282095038878779,10000,12,2017/06/05 00:00:00,2017/08/24 15:52:01,Nan,15152721527,,0514,,,450621199404202311,,公司受雇员工,,,15225059856,,2,,,,蒋欣名,2017/12/21 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095046111476,10000,12,2017/06/05 00:00:00,2017/08/24 15:52:01,Nan,15152721527,,0514,,,452130199410181511,,公司受雇员工,,,15107297444,,2,,,,蒋欣名,2017/12/22 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095053289864,10000,12,2017/06/05 00:00:00,2017/08/24 15:52:01,Nan,15152721527,,0514,,,460033198110183215,,公司受雇员工,,,13756674336,,2,,,,蒋欣名,2017/12/23 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095060541903,10000,12,2017/06/05 00:00:00,2017/08/24 15:52:01,Nan,15152721527,,0514,,,152630198405223010,,公司受雇员工,,,15977742232,,2,,,,蒋欣名,2017/12/24 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095067722888,10000,12,2017/06/05 00:00:00,2017/08/24 15:52:01,Nan,15152721527,,0514,,,420111199108161011,,公司受雇员工,,,15396260353,,3,,,,蒋欣名,2017/12/25 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095074965671,10000,12,2017/06/05 00:00:00,2017/08/24 15:52:01,Nan,15152721527,,0514,,,610323199510065919,,公司受雇员工,,,18300067563,,2,,,,蒋欣名,2017/12/26 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095082130537,10000,12,2017/06/05 00:00:00,2017/08/24 15:52:01,Nan,15152721527,,0514,,,13053119890910263X,,公司受雇员工,,,18781650366,,2,,,,蒋欣名,2017/12/27 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095089369166,10000,12,2017/06/05 00:00:00,2017/08/24 15:52:01,Nan,15152721527,,0514,,,500382199004020034,,公司受雇员工,,,18818464442,,2,,,,蒋欣名,2017/12/28 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095096614015,10000,12,2017/06/05 00:00:00,2017/08/24 15:52:01,Nan,15152721527,,0514,,,350104198306021515,,公司受雇员工,,,15152721527,,2,,,,蒋欣名,2017/12/29 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095103822317,10000,12,2017/06/05 00:00:00,2017/08/24 15:52:01,Nan,15152721527,,0514,,,362202199803203038,,公司受雇员工,,,15225059856,,2,,,,蒋欣名,2017/12/30 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095110947129,10000,12,2017/06/05 00:00:00,2017/08/24 15:52:01,Nan,15152721527,,0514,,,331022198711182210,,公司受雇员工,,,15107297444,,2,,,,蒋欣名,2017/12/31 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095118075569,10000,12,2017/06/05 00:00:00,2017/08/24 15:52:01,Nan,15152721527,,0514,,,450703199111236959,,公司受雇员工,,,13756674336,,2,,,,蒋欣名,2018/01/01 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095125229981,10000,12,2017/06/05 00:00:00,2017/08/24 15:52:01,Nan,15152721527,,0514,,,450121198707074896,,公司受雇员工,,,15977742232,,2,,,,蒋欣名,2018/01/02 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095132522453,10000,12,2017/06/05 00:00:00,2017/08/24 15:52:01,Nan,15152721527,,0514,,,430481198411100054,,公司受雇员工,,,15396260353,,3,,,,蒋欣名,2018/01/03 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095139646682,10000,12,2017/06/05 00:00:00,2017/08/24 15:52:01,Nan,15152721527,,0514,,,352623198912093939,,公司受雇员工,,,18300067563,,2,,,,蒋欣名,2018/01/04 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095146794771,10000,12,2017/06/05 00:00:00,2017/08/24 15:52:01,Nan,15152721527,,0514,,,140221199001013415,,公司受雇员工,,,18781650366,,2,,,,蒋欣名,2018/01/05 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095154051557,10000,12,2017/06/05 00:00:00,2017/08/24 15:52:01,Nan,15152721527,,0514,,,440583199605133879,,公司受雇员工,,,18818464442,,2,,,,蒋欣名,2018/01/06 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095161133286,10000,12,2017/06/05 00:00:00,2017/08/24 15:52:01,Nan,15152721527,,0514,,,33012719881128101X,,公司受雇员工,,,15152721527,,2,,,,蒋欣名,2018/01/07 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095168343341,10000,12,2017/06/05 00:00:00,2017/08/24 15:52:01,Nan,15152721527,,0514,,,222404198808110410,,公司受雇员工,,,15225059856,,2,,,,蒋欣名,2018/01/08 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095175518437,10001,13,2017/06/06 00:00:00,2017/08/24 15:52:01,Nan,15152721528,,0514,,,610422199202190039,,公司受雇员工,,,15107297444,,2,,,,蒋欣名,2018/01/09 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095182792419,10002,14,2017/06/07 00:00:00,2017/08/24 15:52:01,Nan,15152721529,,0514,,,130929199502150925,,公司受雇员工,,,13756674336,,2,,,,蒋欣名,2018/01/10 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095190096546,10003,15,2017/06/08 00:00:00,2017/08/24 15:52:01,Nan,15152721530,,0514,,,441900198806075190,,公司受雇员工,,,15977742232,,2,,,,蒋欣名,2018/01/11 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095197334921,10004,16,2017/06/09 00:00:00,2017/08/24 15:52:01,Nan,15152721531,,0514,,,450323199007200626,,公司受雇员工,,,15396260353,,3,,,,蒋欣名,2018/01/12 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095204546053,10005,17,2017/06/10 00:00:00,2017/08/24 15:52:01,Nan,15152721532,,0514,,,440583198706184515,,公司受雇员工,,,18300067563,,2,,,,蒋欣名,2018/01/13 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095211737082,10006,18,2017/06/11 00:00:00,2017/08/24 15:52:01,Nan,15152721533,,0514,,,430703199212221357,,公司受雇员工,,,18781650366,,2,,,,蒋欣名,2018/01/14 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095218991874,10007,19,2017/06/12 00:00:00,2017/08/24 15:52:01,Nan,15152721534,,0514,,,350128199202122034,,公司受雇员工,,,18818464442,,2,,,,蒋欣名,2018/01/15 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095226195357,10008,20,2017/06/13 00:00:00,2017/08/24 15:52:01,Nan,15152721535,,0514,,,642224198706101225,,公司受雇员工,,,15152721527,,2,,,,蒋欣名,2018/01/16 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095233389669,10009,21,2017/06/14 00:00:00,2017/08/24 15:52:01,Nan,15152721536,,0514,,,45222819920807402X,,公司受雇员工,,,15225059856,,2,,,,蒋欣名,2018/01/17 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095240680368,10010,22,2017/06/15 00:00:00,2017/08/24 15:52:01,Nan,15152721537,,0514,,,360111199002192112,,公司受雇员工,,,15107297444,,2,,,,蒋欣名,2018/01/18 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095247943197,10011,23,2017/06/16 00:00:00,2017/08/24 15:52:01,Nan,15152721538,,0514,,,350681198509143096,,公司受雇员工,,,13756674336,,2,,,,蒋欣名,2018/01/19 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095255178353,10012,24,2017/06/17 00:00:00,2017/08/24 15:52:01,Nan,15152721539,,0514,,,330722199212155316,,公司受雇员工,,,15977742232,,2,,,,蒋欣名,2018/01/20 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095262346606,10013,25,2017/06/18 00:00:00,2017/08/24 15:52:01,Nan,15152721540,,0514,,,350782199101014019,,公司受雇员工,,,15396260353,,3,,,,蒋欣名,2018/01/21 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095269591544,10014,26,2017/06/19 00:00:00,2017/08/24 15:52:01,Nan,15152721541,,0514,,,422201199502070016,,公司受雇员工,,,18300067563,,2,,,,蒋欣名,2018/01/22 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095276856463,10015,27,2017/06/20 00:00:00,2017/08/24 15:52:01,Nan,15152721542,,0514,,,360424197804102317,,公司受雇员工,,,18781650366,,2,,,,蒋欣名,2018/01/23 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095284104903,10016,28,2017/06/21 00:00:00,2017/08/24 15:52:01,Nan,15152721543,,0514,,,340223198711145119,,公司受雇员工,,,18818464442,,2,,,,蒋欣名,2018/01/24 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095291358912,10017,29,2017/06/22 00:00:00,2017/08/24 15:52:01,Nan,15152721544,,0514,,,431023199610050053,,公司受雇员工,,,15152721527,,2,,,,蒋欣名,2018/01/25 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095298677084,10018,30,2017/06/23 00:00:00,2017/08/24 15:52:01,Nan,15152721545,,0514,,,533022199207050028,,公司受雇员工,,,15225059856,,2,,,,蒋欣名,2018/01/26 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095306355317,10019,31,2017/06/24 00:00:00,2017/08/24 15:52:01,Nan,15152721546,,0514,,,370105198902175916,,公司受雇员工,,,15107297444,,2,,,,蒋欣名,2018/01/27 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095313608933,10020,32,2017/06/25 00:00:00,2017/08/24 15:52:01,Nan,15152721547,,0514,,,452725198808160312,,公司受雇员工,,,13756674336,,2,,,,蒋欣名,2018/01/28 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095320823335,10021,33,2017/06/26 00:00:00,2017/08/24 15:52:01,Nan,15152721548,,0514,,,510223197707318512,,公司受雇员工,,,15977742232,,2,,,,蒋欣名,2018/01/29 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095327990490,10022,34,2017/06/27 00:00:00,2017/08/24 15:52:01,Nan,15152721549,,0514,,,142727199311180013,,公司受雇员工,,,15396260353,,3,,,,蒋欣名,2018/01/30 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095335203163,10023,35,2017/06/28 00:00:00,2017/08/24 15:52:01,Nan,15152721550,,0514,,,142431198808290078,,公司受雇员工,,,18300067563,,2,,,,蒋欣名,2018/01/31 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095342426662,10024,36,2017/06/29 00:00:00,2017/08/24 15:52:01,Nan,15152721551,,0514,,,520122199310113438,,公司受雇员工,,,18781650366,,2,,,,蒋欣名,2018/02/01 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095349668658,10025,37,2017/06/30 00:00:00,2017/08/24 15:52:01,Nan,15152721552,,0514,,,152827199901144511,,公司受雇员工,,,18818464442,,2,,,,蒋欣名,2018/02/02 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095356883183,10026,38,2017/07/01 00:00:00,2017/08/24 15:52:01,Nan,15152721553,,0514,,,321202198609124819,,公司受雇员工,,,15152721527,,2,,,,蒋欣名,2018/02/03 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095364101469,10027,39,2017/07/02 00:00:00,2017/08/24 15:52:01,Nan,15152721554,,0514,,,350681198905095217,,公司受雇员工,,,15225059856,,2,,,,蒋欣名,2018/02/04 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095371331148,10028,40,2017/07/03 00:00:00,2017/08/24 15:52:01,Nan,15152721555,,0514,,,450521198612234852,,公司受雇员工,,,15107297444,,2,,,,蒋欣名,2018/02/05 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095378560314,10029,41,2017/07/04 00:00:00,2017/08/24 15:52:01,Nan,15152721556,,0514,,,33900519861118261X,,公司受雇员工,,,13756674336,,2,,,,蒋欣名,2018/02/06 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095385761766,10030,42,2017/07/05 00:00:00,2017/08/24 15:52:01,Nan,15152721557,,0514,,,330902198203207613,,公司受雇员工,,,15977742232,,2,,,,蒋欣名,2018/02/07 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095392940171,10031,43,2017/07/06 00:00:00,2017/08/24 15:52:01,Nan,15152721558,,0514,,,441424198803104869,,公司受雇员工,,,15396260353,,3,,,,蒋欣名,2018/02/08 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095400187808,10032,44,2017/07/07 00:00:00,2017/08/24 15:52:01,Nan,15152721559,,0514,,,350122199608215515,,公司受雇员工,,,18300067563,,2,,,,蒋欣名,2018/02/09 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095407409570,10033,45,2017/07/08 00:00:00,2017/08/24 15:52:01,Nan,15152721560,,0514,,,350583199010283198,,公司受雇员工,,,18781650366,,2,,,,蒋欣名,2018/02/10 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095414527256,10034,46,2017/07/09 00:00:00,2017/08/24 15:52:01,Nan,15152721561,,0514,,,210881198909142885,,公司受雇员工,,,18818464442,,2,,,,蒋欣名,2018/02/11 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095422689809,10035,47,2017/07/10 00:00:00,2017/08/24 15:52:01,Nan,15152721562,,0514,,,511321199207188910,,公司受雇员工,,,15152721527,,2,,,,蒋欣名,2018/02/12 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095429894938,10036,48,2017/07/11 00:00:00,2017/08/24 15:52:01,Nan,15152721563,,0514,,,510921199010095181,,公司受雇员工,,,15225059856,,2,,,,蒋欣名,2018/02/13 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095437133314,10037,49,2017/07/12 00:00:00,2017/08/24 15:52:01,Nan,15152721564,,0514,,,230521199204123110,,公司受雇员工,,,15107297444,,2,,,,蒋欣名,2018/02/14 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095444402166,10038,50,2017/07/13 00:00:00,2017/08/24 15:52:01,Nan,15152721565,,0514,,,421224199009085533,,公司受雇员工,,,13756674336,,2,,,,蒋欣名,2018/02/15 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095451577418,10039,51,2017/07/14 00:00:00,2017/08/24 15:52:01,Nan,15152721566,,0514,,,320105199506300610,,公司受雇员工,,,15977742232,,2,,,,蒋欣名,2018/02/16 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095457635953,10040,52,2017/07/15 00:00:00,2017/08/24 15:52:01,Nan,15152721567,,0514,,,142636197905150016,,公司受雇员工,,,15396260353,,3,,,,蒋欣名,2018/02/17 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095463207543,10041,53,2017/07/16 00:00:00,2017/08/24 15:52:01,Nan,15152721568,,0514,,,362322199610050013,,公司受雇员工,,,18300067563,,2,,,,蒋欣名,2018/02/18 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095468804754,10042,54,2017/07/17 00:00:00,2017/08/24 15:52:01,Nan,15152721569,,0514,,,420923198906194912,,公司受雇员工,,,18781650366,,2,,,,蒋欣名,2018/02/19 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095474326389,10043,55,2017/07/18 00:00:00,2017/08/24 15:52:01,Nan,15152721570,,0514,,,52262319870210083X,,公司受雇员工,,,18818464442,,2,,,,蒋欣名,2018/02/20 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095479801938,10044,56,2017/07/19 00:00:00,2017/08/24 15:52:01,Nan,15152721571,,0514,,,450121198211160010,,公司受雇员工,,,15152721527,,2,,,,蒋欣名,2018/02/21 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095491266946,10046,58,2017/07/21 00:00:00,2017/08/24 15:52:01,Nan,15152721573,,0514,,,342623199003287114,,公司受雇员工,,,15107297444,,2,,,,蒋欣名,2018/02/23 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095496744932,10047,59,2017/07/22 00:00:00,2017/08/24 15:52:01,Nan,15152721574,,0514,,,420902198303057933,,公司受雇员工,,,13756674336,,2,,,,蒋欣名,2018/02/24 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095502281737,10048,60,2017/07/23 00:00:00,2017/08/24 15:52:01,Nan,15152721575,,0514,,,532301199503250917,,公司受雇员工,,,15977742232,,2,,,,蒋欣名,2018/02/25 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095507781006,10049,61,2017/07/24 00:00:00,2017/08/24 15:52:01,Nan,15152721576,,0514,,,350583199702151831,,公司受雇员工,,,15396260353,,3,,,,蒋欣名,2018/02/26 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095513284858,10050,62,2017/07/25 00:00:00,2017/08/24 15:52:01,Nan,15152721577,,0514,,,652701198908291738,,公司受雇员工,,,18300067563,,2,,,,蒋欣名,2018/02/27 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095518808394,10051,63,2017/07/26 00:00:00,2017/08/24 15:52:01,Nan,15152721578,,0514,,,330523198809056610,,公司受雇员工,,,18781650366,,2,,,,蒋欣名,2018/02/28 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095524266457,10052,64,2017/07/27 00:00:00,2017/08/24 15:52:01,Nan,15152721579,,0514,,,130323199209090811,,公司受雇员工,,,18818464442,,2,,,,蒋欣名,2018/03/01 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095529779498,10053,65,2017/07/28 00:00:00,2017/08/24 15:52:01,Nan,15152721580,,0514,,,130428198403181322,,公司受雇员工,,,15152721527,,2,,,,蒋欣名,2018/03/02 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095535249211,10054,66,2017/07/29 00:00:00,2017/08/24 15:52:01,Nan,15152721581,,0514,,,532725199206021213,,公司受雇员工,,,15225059856,,2,,,,蒋欣名,2018/03/03 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095540730164,10055,67,2017/07/30 00:00:00,2017/08/24 15:52:01,Nan,15152721582,,0514,,,420112199506223616,,公司受雇员工,,,15107297444,,2,,,,蒋欣名,2018/03/04 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095546275672,10056,68,2017/07/31 00:00:00,2017/08/24 15:52:01,Nan,15152721583,,0514,,,42092219850312004X,,公司受雇员工,,,13756674336,,2,,,,蒋欣名,2018/03/05 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095551769498,10057,69,2017/08/01 00:00:00,2017/08/24 15:52:01,Nan,15152721584,,0514,,,320923198803221216,,公司受雇员工,,,15977742232,,2,,,,蒋欣名,2018/03/06 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095557254453,10058,70,2017/08/02 00:00:00,2017/08/24 15:52:01,Nan,15152721585,,0514,,,32012519921111551X,,公司受雇员工,,,15396260353,,3,,,,蒋欣名,2018/03/07 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095562825607,10059,71,2017/08/03 00:00:00,2017/08/24 15:52:01,Nan,15152721586,,0514,,,350624198212010017,,公司受雇员工,,,18300067563,,2,,,,蒋欣名,2018/03/08 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095568310872,10060,72,2017/08/04 00:00:00,2017/08/24 15:52:01,Nan,15152721587,,0514,,,532526199310140824,,公司受雇员工,,,18781650366,,2,,,,蒋欣名,2018/03/09 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095573802813,10061,73,2017/08/05 00:00:00,2017/08/24 15:52:01,Nan,15152721588,,0514,,,510321198906182328,,公司受雇员工,,,18818464442,,2,,,,蒋欣名,2018/03/10 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095579321911,10062,74,2017/08/06 00:00:00,2017/08/24 15:52:01,Nan,15152721589,,0514,,,372928198604278116,,公司受雇员工,,,15152721527,,2,,,,蒋欣名,2018/03/11 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095584784734,10063,75,2017/08/07 00:00:00,2017/08/24 15:52:01,Nan,15152721590,,0514,,,152824199506026612,,公司受雇员工,,,15225059856,,2,,,,蒋欣名,2018/03/12 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095590288979,10064,76,2017/08/08 00:00:00,2017/08/24 15:52:01,Nan,15152721591,,0514,,,500112199702182719,,公司受雇员工,,,15107297444,,2,,,,蒋欣名,2018/03/13 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095595823471,10065,77,2017/08/09 00:00:00,2017/08/24 15:52:01,Nan,15152721592,,0514,,,622627199601281030,,公司受雇员工,,,13756674336,,2,,,,蒋欣名,2018/03/14 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095601317008,10066,78,2017/08/10 00:00:00,2017/08/24 15:52:01,Nan,15152721593,,0514,,,430621198708250453,,公司受雇员工,,,15977742232,,2,,,,蒋欣名,2018/03/15 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095606789637,10067,79,2017/08/11 00:00:00,2017/08/24 15:52:01,Nan,15152721594,,0514,,,230121198701055036,,公司受雇员工,,,15396260353,,3,,,,蒋欣名,2018/03/16 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095612319144,10068,80,2017/08/12 00:00:00,2017/08/24 15:52:01,Nan,15152721595,,0514,,,620503199902176412,,公司受雇员工,,,18300067563,,2,,,,蒋欣名,2018/03/17 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095617794063,10069,81,2017/08/13 00:00:00,2017/08/24 15:52:01,Nan,15152721596,,0514,,,433030196304020018,,公司受雇员工,,,18781650366,,2,,,,蒋欣名,2018/03/18 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095623263826,10070,82,2017/08/14 00:00:00,2017/08/24 15:52:01,Nan,15152721597,,0514,,,340406199104200015,,公司受雇员工,,,18781650366,,2,,,,蒋欣名,2018/03/19 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095628780609,10071,83,2017/08/15 00:00:00,2017/08/24 15:52:01,Nan,15152721598,,0514,,,350582199209085010,,公司受雇员工,,,18818464441,,2,,,,蒋欣名,2018/03/20 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095634313912,10072,84,2017/08/16 00:00:00,2017/08/24 15:52:01,Nan,15152721599,,0514,,,440921198705178036,,公司受雇员工,,,18818464442,,2,,,,蒋欣名,2018/03/21 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095639782231,10073,85,2017/08/17 00:00:00,2017/08/24 15:52:01,Nan,15152721600,,0514,,,130822198706300513,,公司受雇员工,,,18818464443,,2,,,,蒋欣名,2018/03/22 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095645326677,10074,86,2017/08/18 00:00:00,2017/08/24 15:52:01,Nan,15152721601,,0514,,,352104197508225521,,公司受雇员工,,,18818464444,,2,,,,蒋欣名,2018/03/23 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095650811884,10075,87,2017/08/19 00:00:00,2017/08/24 15:52:01,Nan,15152721602,,0514,,,622701199511104032,,公司受雇员工,,,18818464445,,2,,,,蒋欣名,2018/03/24 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
14,web1282095656342309,10076,88,2017/08/20 00:00:00,2017/08/24 15:52:01,Nan,15152721603,,0514,,,320381198805020611,,公司受雇员工,,,18818464446,,2,,,,蒋欣名,2018/03/25 00:00:00,母亲,父亲,朋友,1,测试环境,,,,江苏
